fecha,ventasUnidades,visitasWeb,impresionesAds,descuentoPorc,diaSemana,esFinSemana,esCampania,impresionesContratadas
2023-08-27,200,23,72,5,6,1,0,83
2023-08-28,174,17,48,10,0,0,0,55
2023-08-29,178,18,58,10,1,0,0,69
2023-08-30,182,18,53,10,2,0,0,64
2023-08-31,183,18,55,10,3,0,0,66
2023-09-01,183,18,56,10,4,0,0,63
2023-09-02,200,18,60,10,5,1,0,72
2023-09-03,197,18,56,10,6,1,0,64
2023-09-04,179,17,55,10,0,0,0,65
2023-09-05,190,20,62,10,1,0,0,70
2023-09-06,183,18,57,10,2,0,0,68
2023-09-07,193,20,59,10,3,0,0,68
2023-09-08,173,14,44,10,4,0,0,49
2023-09-09,206,19,58,10,5,1,0,70
2023-09-10,203,19,57,10,6,1,0,68
2023-09-11,182,17,53,10,0,0,0,61
2023-09-12,172,14,46,10,1,0,0,57
2023-09-13,169,13,41,10,2,0,0,47
2023-09-14,166,12,37,10,3,0,0,44
2023-09-15,180,16,51,10,4,0,0,61
2023-09-16,218,23,69,10,5,1,0,80
2023-09-17,209,19,60,10,6,1,0,72
2023-09-18,178,14,45,10,0,0,0,52
2023-09-19,186,17,53,10,1,0,0,62
2023-09-20,185,16,49,10,2,0,0,60
2023-09-21,191,17,53,10,3,0,0,60
2023-09-22,187,16,49,10,4,0,0,53
2023-09-23,203,16,49,10,5,1,0,61
2023-09-24,200,17,54,10,6,1,0,69
2023-09-25,190,18,52,10,0,0,0,60
2023-09-26,186,17,55,10,1,0,0,61
2023-09-27,197,19,60,10,2,0,0,70
2023-09-28,180,14,44,10,3,0,0,51
2023-09-29,201,19,57,10,4,0,0,67
2023-09-30,213,19,58,10,5,1,0,66
2023-10-01,212,19,58,10,6,1,0,69
2023-10-02,196,19,60,10,0,0,0,72
2023-10-03,182,16,51,10,1,0,0,57
2023-10-04,184,17,55,10,2,0,0,66
2023-10-05,189,18,56,10,3,0,0,70
2023-10-06,185,18,52,10,4,0,0,62
2023-10-07,206,20,60,10,5,1,0,70
2023-10-08,212,21,64,10,6,1,0,75
2023-10-09,188,18,57,10,0,0,0,68
2023-10-10,182,16,47,10,1,0,0,52
2023-10-11,202,22,68,10,2,0,0,80
2023-10-12,186,17,53,10,3,0,0,62
2023-10-13,181,17,52,10,4,0,0,65
2023-10-14,198,17,52,10,5,1,0,61
2023-10-15,189,14,48,10,6,1,0,60
2023-10-16,176,15,47,10,0,0,0,53
2023-10-17,182,17,57,10,1,0,0,68
2023-10-18,185,18,56,10,2,0,0,67
2023-10-19,183,17,51,10,3,0,0,58
2023-10-20,183,18,57,10,4,0,0,67
2023-10-21,213,21,64,15,5,1,0,78
2023-10-22,191,21,65,5,6,1,0,76
2023-10-23,176,17,48,10,0,0,0,53
2023-10-24,173,17,53,10,1,0,0,62
2023-10-25,170,16,48,10,2,0,0,55
2023-10-26,164,15,49,10,3,0,0,57
2023-10-27,182,20,62,10,4,0,0,73
2023-10-28,181,16,49,10,5,1,0,54
2023-10-29,190,19,57,10,6,1,0,64
2023-10-30,172,17,53,10,0,0,0,63
2023-10-31,155,12,36,10,1,0,0,41
2023-11-01,174,18,54,10,2,0,0,58
2023-11-02,173,16,53,10,3,0,0,64
2023-11-03,174,17,52,10,4,0,0,62
2023-11-04,189,18,58,10,5,1,0,67
2023-11-05,178,16,53,10,6,1,0,60
2023-11-06,172,17,54,10,0,0,0,65
2023-11-07,224,21,66,30,1,0,1,78
2023-11-08,232,23,72,30,2,0,1,89
2023-11-09,232,22,70,30,3,0,1,83
2023-11-10,215,17,54,30,4,0,1,64
2023-11-11,267,25,79,35,5,1,1,93
2023-11-12,258,24,75,30,6,1,1,90
2023-11-13,238,22,67,30,0,0,1,80
2023-11-14,249,22,67,35,1,0,1,81
2023-11-15,239,19,58,35,2,0,1,67
2023-11-16,188,18,56,10,3,0,0,65
2023-11-17,175,16,52,5,4,0,0,60
2023-11-18,230,25,76,10,5,1,0,91
2023-11-19,206,18,55,10,6,1,0,68
2023-11-20,177,15,45,10,0,0,0,52
2023-11-21,178,16,49,10,1,0,0,57
2023-11-22,190,20,64,10,2,0,0,76
2023-11-23,176,16,49,10,3,0,0,57
2023-11-24,163,12,38,10,4,0,0,47
2023-11-25,211,22,64,10,5,1,0,71
2023-11-26,204,20,62,10,6,1,0,71
2023-11-27,177,16,51,10,0,0,0,58
2023-11-28,185,18,55,10,1,0,0,60
2023-11-29,176,15,43,10,2,0,0,49
2023-11-30,172,15,47,10,3,0,0,53
2023-12-01,188,19,59,10,4,0,0,69
2023-12-02,203,18,59,10,5,1,0,72
2023-12-03,212,20,61,10,6,1,0,71
2023-12-04,186,17,52,10,0,0,0,59
2023-12-05,181,19,58,5,1,0,0,68
2023-12-06,183,17,53,10,2,0,0,64
2023-12-07,173,13,37,10,3,0,0,42
2023-12-08,190,18,58,10,4,0,0,66
2023-12-09,199,18,57,10,5,1,0,68
2023-12-10,201,21,65,10,6,1,0,76
2023-12-11,174,17,52,10,0,0,0,62
2023-12-12,190,20,63,10,1,0,0,74
2023-12-13,173,16,50,10,2,0,0,60
2023-12-14,161,13,39,10,3,0,0,44
2023-12-15,232,20,62,35,4,0,1,73
2023-12-16,261,24,75,35,5,1,1,88
2023-12-17,256,22,67,35,6,1,1,76
2023-12-18,222,20,61,30,0,0,1,69
2023-12-19,236,24,74,30,1,0,1,88
2023-12-20,224,21,64,30,2,0,1,75
2023-12-21,243,23,69,35,3,0,1,79
2023-12-22,228,21,63,30,4,0,1,74
2023-12-23,241,20,63,30,5,1,1,76
2023-12-24,241,21,67,30,6,1,1,74
2023-12-25,221,20,62,30,0,0,1,70
2023-12-26,236,22,61,35,1,0,1,70
2023-12-27,215,19,56,30,2,0,1,69
2023-12-28,159,14,44,10,3,0,0,52
2023-12-29,159,15,50,10,4,0,0,60
2023-12-30,183,18,58,10,5,1,0,66
2023-12-31,176,17,52,10,6,1,0,59
2024-01-01,162,16,49,10,0,0,0,59
2024-01-02,168,21,64,5,1,0,0,75
2024-01-03,165,18,59,10,2,0,0,71
2024-01-04,156,15,47,10,3,0,0,55
2024-01-05,160,17,51,10,4,0,0,61
2024-01-06,192,22,70,10,5,1,0,83
2024-01-07,185,20,64,10,6,1,0,77
2024-01-08,166,17,49,10,0,0,0,59
2024-01-09,158,14,42,10,1,0,0,46
2024-01-10,156,14,45,10,2,0,0,48
2024-01-11,165,16,51,10,3,0,0,62
2024-01-12,169,17,50,10,4,0,0,61
2024-01-13,182,16,50,10,5,1,0,57
2024-01-14,175,16,51,10,6,1,0,56
2024-01-15,154,17,53,5,0,0,0,63
2024-01-16,149,13,38,10,1,0,0,47
2024-01-17,156,14,43,10,2,0,0,54
2024-01-18,174,17,54,15,3,0,0,65
2024-01-19,169,18,57,10,4,0,0,66
2024-01-20,190,20,60,10,5,1,0,69
2024-01-21,200,21,70,15,6,1,0,82
2024-01-22,172,20,62,10,0,0,0,72
2024-01-23,171,19,56,10,1,0,0,64
2024-01-24,164,17,52,10,2,0,0,65
2024-01-25,178,21,60,10,3,0,0,74
2024-01-26,175,20,61,10,4,0,0,74
2024-01-27,193,21,65,10,5,1,0,75
2024-01-28,181,17,57,10,6,1,0,69
2024-01-29,170,18,56,10,0,0,0,67
2024-01-30,150,13,41,10,1,0,0,49
2024-01-31,160,16,51,10,2,0,0,62
2024-02-01,147,12,38,10,3,0,0,46
2024-02-02,165,16,48,10,4,0,0,58
2024-02-03,194,21,68,10,5,1,0,81
2024-02-04,192,19,60,10,6,1,0,71
2024-02-05,180,20,65,10,0,0,0,73
2024-02-06,174,17,55,10,1,0,0,65
2024-02-07,169,17,51,10,2,0,0,59
2024-02-08,168,17,52,10,3,0,0,59
2024-02-09,167,18,55,10,4,0,0,68
2024-02-10,181,19,58,10,5,1,0,72
2024-02-11,191,22,69,10,6,1,0,84
2024-02-12,172,20,62,10,0,0,0,73
2024-02-13,164,18,54,10,1,0,0,66
2024-02-14,155,15,49,10,2,0,0,58
2024-02-15,164,18,59,10,3,0,0,70
2024-02-16,175,20,62,10,4,0,0,71
2024-02-17,192,21,63,10,5,1,0,75
2024-02-18,193,20,61,10,6,1,0,72
2024-02-19,180,19,58,10,0,0,0,66
2024-02-20,182,20,60,10,1,0,0,70
2024-02-21,156,12,35,10,2,0,0,41
2024-02-22,182,20,63,10,3,0,0,78
2024-02-23,182,19,60,10,4,0,0,72
2024-02-24,200,20,63,10,5,1,0,74
2024-02-25,198,18,54,10,6,1,0,64
2024-02-26,183,18,56,10,0,0,0,66
2024-02-27,182,18,60,10,1,0,0,70
2024-02-28,166,14,44,10,2,0,0,50
2024-02-29,184,19,58,10,3,0,0,68
2024-03-01,178,17,58,10,4,0,0,67
2024-03-02,209,22,69,10,5,1,0,79
2024-03-03,206,21,64,10,6,1,0,76
2024-03-04,180,17,55,10,0,0,0,65
2024-03-05,179,17,51,10,1,0,0,56
2024-03-06,184,19,58,10,2,0,0,68
2024-03-07,178,18,58,10,3,0,0,70
2024-03-08,177,18,55,10,4,0,0,67
2024-03-09,190,18,53,10,5,1,0,64
2024-03-10,189,17,54,10,6,1,0,64
2024-03-11,174,16,51,10,0,0,0,58
2024-03-12,165,14,41,10,1,0,0,46
2024-03-13,173,16,49,10,2,0,0,58
2024-03-14,178,18,58,10,3,0,0,69
2024-03-15,166,14,44,10,4,0,0,54
2024-03-16,187,17,54,10,5,1,0,66
2024-03-17,203,21,65,10,6,1,0,76
2024-03-18,171,16,48,10,0,0,0,54
2024-03-19,175,17,52,10,1,0,0,61
2024-03-20,168,15,46,10,2,0,0,55
2024-03-21,166,15,47,10,3,0,0,55
2024-03-22,173,17,48,10,4,0,0,55
2024-03-23,207,23,68,10,5,1,0,81
2024-03-24,199,20,62,10,6,1,0,72
2024-03-25,166,14,45,10,0,0,0,52
2024-03-26,183,18,55,10,1,0,0,65
2024-03-27,187,19,59,10,2,0,0,69
2024-03-28,184,19,57,10,3,0,0,68
2024-03-29,172,15,44,10,4,0,0,52
2024-03-30,197,19,59,10,5,1,0,67
2024-03-31,212,24,74,10,6,1,0,86
2024-04-01,171,16,49,10,0,0,0,61
2024-04-02,176,18,53,10,1,0,0,60
2024-04-03,159,16,50,5,2,0,0,55
2024-04-04,168,15,47,10,3,0,0,52
2024-04-05,173,17,52,10,4,0,0,61
2024-04-06,199,21,65,10,5,1,0,77
2024-04-07,199,22,68,10,6,1,0,80
2024-04-08,172,16,51,10,0,0,0,62
2024-04-09,171,16,51,10,1,0,0,55
2024-04-10,171,16,53,10,2,0,0,63
2024-04-11,161,13,43,10,3,0,0,54
2024-04-12,184,19,59,10,4,0,0,67
2024-04-13,210,23,69,10,5,1,0,80
2024-04-14,205,22,70,10,6,1,0,81
2024-04-15,173,17,52,10,0,0,0,59
2024-04-16,181,20,65,10,1,0,0,76
2024-04-17,178,20,59,10,2,0,0,72
2024-04-18,164,17,52,10,3,0,0,65
2024-04-19,165,17,56,10,4,0,0,65
2024-04-20,185,19,59,10,5,1,0,73
2024-04-21,192,20,63,10,6,1,0,74
2024-04-22,181,21,66,10,0,0,0,81
2024-04-23,164,16,49,10,1,0,0,57
2024-04-24,164,15,48,10,2,0,0,57
2024-04-25,173,19,57,10,3,0,0,68
2024-04-26,182,18,55,15,4,0,0,71
2024-04-27,168,16,54,5,5,1,0,65
2024-04-28,182,18,56,10,6,1,0,64
2024-04-29,224,20,63,35,0,0,1,76
2024-04-30,215,20,60,30,1,0,1,70
2024-05-01,220,22,71,30,2,0,1,83
2024-05-02,237,24,73,35,3,0,1,88
2024-05-03,222,21,64,30,4,0,1,75
2024-05-04,258,24,73,35,5,1,1,86
2024-05-05,242,22,66,30,6,1,1,78
2024-05-06,234,24,72,30,0,0,1,85
2024-05-07,243,24,74,35,1,0,1,88
2024-05-08,225,21,64,30,2,0,1,71
2024-05-09,231,20,62,35,3,0,1,74
2024-05-10,201,22,66,15,4,0,0,76
2024-05-11,204,21,63,10,5,1,0,71
2024-05-12,191,18,55,10,6,1,0,65
2024-05-13,164,14,43,10,0,0,0,51
2024-05-14,175,17,51,10,1,0,0,59
2024-05-15,185,20,62,10,2,0,0,75
2024-05-16,173,17,52,10,3,0,0,58
2024-05-17,177,17,55,10,4,0,0,64
2024-05-18,188,19,60,5,5,1,0,69
2024-05-19,204,21,66,10,6,1,0,78
2024-05-20,185,20,64,10,0,0,0,76
2024-05-21,168,15,45,10,1,0,0,51
2024-05-22,174,17,55,10,2,0,0,66
2024-05-23,174,17,53,10,3,0,0,62
2024-05-24,167,16,49,10,4,0,0,54
2024-05-25,181,17,54,10,5,1,0,60
2024-05-26,193,21,63,10,6,1,0,74
2024-05-27,169,18,59,10,0,0,0,69
2024-05-28,172,19,59,10,1,0,0,69
2024-05-29,181,21,62,10,2,0,0,73
2024-05-30,167,17,51,10,3,0,0,60
2024-05-31,176,19,58,10,4,0,0,70
2024-06-01,191,19,58,10,5,1,0,66
2024-06-02,190,20,63,10,6,1,0,72
2024-06-03,171,18,58,10,0,0,0,66
2024-06-04,171,17,55,10,1,0,0,65
2024-06-05,165,15,48,10,2,0,0,59
2024-06-06,185,21,63,10,3,0,0,73
2024-06-07,163,18,58,5,4,0,0,63
2024-06-08,184,17,55,10,5,1,0,61
2024-06-09,175,15,43,10,6,1,0,49
2024-06-10,168,18,55,10,0,0,0,64
2024-06-11,172,19,58,10,1,0,0,67
2024-06-12,178,20,61,10,2,0,0,72
2024-06-13,178,20,64,10,3,0,0,75
2024-06-14,168,17,54,10,4,0,0,66
2024-06-15,194,21,65,10,5,1,0,75
2024-06-16,185,17,50,10,6,1,0,57
2024-06-17,176,18,52,10,0,0,0,62
2024-06-18,191,20,60,15,1,0,0,68
2024-06-19,171,17,51,10,2,0,0,61
2024-06-20,172,17,51,10,3,0,0,60
2024-06-21,178,18,52,10,4,0,0,61
2024-06-22,198,20,59,10,5,1,0,73
2024-06-23,206,23,70,10,6,1,0,81
2024-06-24,169,16,50,10,0,0,0,63
2024-06-25,183,20,61,10,1,0,0,71
2024-06-26,162,15,46,10,2,0,0,52
2024-06-27,166,16,49,10,3,0,0,58
2024-06-28,165,16,49,10,4,0,0,55
2024-06-29,192,20,64,10,5,1,0,74
2024-06-30,190,19,57,10,6,1,0,68
2024-07-01,177,19,59,10,0,0,0,71
2024-07-02,178,18,53,10,1,0,0,61
2024-07-03,193,22,70,10,2,0,0,84
2024-07-04,185,19,60,10,3,0,0,73
2024-07-05,177,17,55,10,4,0,0,68
2024-07-06,204,21,65,10,5,1,0,78
2024-07-07,203,21,65,10,6,1,0,79
2024-07-08,173,17,50,10,0,0,0,55
2024-07-09,172,16,50,10,1,0,0,58
2024-07-10,187,16,52,15,2,0,0,59
2024-07-11,186,18,50,10,3,0,0,59
2024-07-12,193,20,65,10,4,0,0,75
2024-07-13,212,21,63,10,5,1,0,74
2024-07-14,210,20,63,10,6,1,0,78
2024-07-15,192,19,57,10,0,0,0,67
2024-07-16,184,17,52,10,1,0,0,62
2024-07-17,189,18,57,10,2,0,0,67
2024-07-18,202,21,65,10,3,0,0,77
2024-07-19,199,20,66,10,4,0,0,78
2024-07-20,218,23,71,10,5,1,0,84
2024-07-21,206,19,60,10,6,1,0,73
2024-07-22,189,18,55,10,0,0,0,68
2024-07-23,189,16,49,15,1,0,0,58
2024-07-24,191,20,61,10,2,0,0,73
2024-07-25,173,17,54,10,3,0,0,61
2024-07-26,165,15,50,10,4,0,0,59
2024-07-27,192,19,59,10,5,1,0,71
2024-07-28,197,20,59,10,6,1,0,71
2024-07-29,163,14,42,10,0,0,0,50
2024-07-30,164,15,44,10,1,0,0,54
2024-07-31,180,20,63,10,2,0,0,75
2024-08-01,174,18,56,10,3,0,0,68
2024-08-02,175,18,54,10,4,0,0,64
2024-08-03,187,17,52,10,5,1,0,60
2024-08-04,210,23,73,10,6,1,0,87
2024-08-05,181,20,63,10,0,0,0,68
2024-08-06,169,19,58,5,1,0,0,69
2024-08-07,169,16,51,10,2,0,0,53
2024-08-08,187,19,60,15,3,0,0,67
2024-08-09,182,20,61,10,4,0,0,73
2024-08-10,191,19,59,10,5,1,0,70
2024-08-11,189,19,63,10,6,1,0,72
2024-08-12,165,17,51,10,0,0,0,59
2024-08-13,174,19,61,10,1,0,0,75
2024-08-14,172,18,56,10,2,0,0,65
2024-08-15,172,17,54,10,3,0,0,68
2024-08-16,167,15,47,10,4,0,0,55
2024-08-17,189,17,53,10,5,1,0,63
2024-08-18,204,22,68,10,6,1,0,83
2024-08-19,186,21,65,10,0,0,0,77
2024-08-20,183,20,63,10,1,0,0,72
2024-08-21,191,21,66,10,2,0,0,77
2024-08-22,175,17,50,10,3,0,0,59
2024-08-23,176,18,57,10,4,0,0,64
2024-08-24,198,21,68,10,5,1,0,79
2024-08-25,197,20,64,10,6,1,0,74
2024-08-26,185,21,66,10,0,0,0,79
2024-08-27,167,15,43,10,1,0,0,51
2024-08-28,173,17,54,10,2,0,0,63
2024-08-29,176,17,54,10,3,0,0,63
2024-08-30,172,17,56,10,4,0,0,66
2024-08-31,202,22,66,10,5,1,0,79
2024-09-01,184,16,49,10,6,1,0,56
2024-09-02,183,20,61,10,0,0,0,70
2024-09-03,181,20,61,10,1,0,0,74
2024-09-04,182,19,56,10,2,0,0,65
2024-09-05,185,21,64,10,3,0,0,72
2024-09-06,190,23,70,10,4,0,0,83
2024-09-07,197,20,61,10,5,1,0,73
2024-09-08,208,22,71,10,6,1,0,80
2024-09-09,184,19,58,10,0,0,0,69
2024-09-10,181,19,58,10,1,0,0,70
2024-09-11,172,17,55,10,2,0,0,65
2024-09-12,179,17,52,15,3,0,0,62
2024-09-13,177,19,61,10,4,0,0,69
2024-09-14,194,19,60,10,5,1,0,71
2024-09-15,207,22,67,10,6,1,0,78
2024-09-16,189,20,61,10,0,0,0,71
2024-09-17,177,17,53,10,1,0,0,64
2024-09-18,186,19,58,10,2,0,0,71
2024-09-19,184,18,56,10,3,0,0,69
2024-09-20,196,18,55,15,4,0,0,67
2024-09-21,214,22,69,10,5,1,0,81
2024-09-22,206,20,61,10,6,1,0,72
2024-09-23,191,19,58,10,0,0,0,70
2024-09-24,177,14,43,10,1,0,0,51
2024-09-25,193,19,56,10,2,0,0,66
2024-09-26,180,15,46,10,3,0,0,56
2024-09-27,189,17,52,10,4,0,0,61
2024-09-28,227,23,68,10,5,1,0,79
2024-09-29,234,24,71,10,6,1,0,83
2024-09-30,195,17,55,10,0,0,0,66
2024-10-01,194,16,49,10,1,0,0,58
2024-10-02,200,19,59,10,2,0,0,70
2024-10-03,188,17,51,10,3,0,0,61
2024-10-04,193,19,62,10,4,0,0,72
2024-10-05,204,18,55,10,5,1,0,66
2024-10-06,214,22,65,10,6,1,0,77
2024-10-07,196,21,66,10,0,0,0,75
2024-10-08,176,15,45,10,1,0,0,56
2024-10-09,182,17,54,10,2,0,0,63
2024-10-10,183,17,52,10,3,0,0,58
2024-10-11,196,20,64,10,4,0,0,73
2024-10-12,195,16,50,10,5,1,0,57
2024-10-13,211,21,64,10,6,1,0,75
2024-10-14,178,18,59,5,0,0,0,69
2024-10-15,186,17,58,10,1,0,0,68
2024-10-16,195,20,61,10,2,0,0,73
2024-10-17,178,14,46,10,3,0,0,55
2024-10-18,186,16,50,10,4,0,0,59
2024-10-19,209,19,60,10,5,1,0,71
2024-10-20,218,22,66,10,6,1,0,79
2024-10-21,189,18,54,10,0,0,0,59
2024-10-22,187,17,55,10,1,0,0,64
2024-10-23,193,19,59,10,2,0,0,65
2024-10-24,191,17,52,10,3,0,0,61
2024-10-25,184,17,56,10,4,0,0,66
2024-10-26,205,20,64,10,5,1,0,77
2024-10-27,217,21,67,15,6,1,0,81
2024-10-28,214,24,72,15,0,0,0,85
2024-10-29,177,16,50,10,1,0,0,58
2024-10-30,185,19,62,10,2,0,0,74
2024-10-31,192,18,52,15,3,0,0,60
2024-11-01,182,18,53,10,4,0,0,62
2024-11-02,213,23,70,10,5,1,0,84
2024-11-03,212,22,70,10,6,1,0,81
2024-11-04,194,20,62,10,0,0,0,75
2024-11-05,179,17,54,10,1,0,0,65
2024-11-06,229,21,65,30,2,0,1,75
2024-11-07,237,23,72,30,3,0,1,87
2024-11-08,233,22,71,30,4,0,1,85
2024-11-09,249,23,78,30,5,1,1,92
2024-11-10,261,26,82,30,6,1,1,95
2024-11-11,227,20,65,30,0,0,1,75
2024-11-12,231,21,64,30,1,0,1,74
2024-11-13,244,24,78,30,2,0,1,93
2024-11-14,236,22,68,30,3,0,1,78
2024-11-15,193,20,62,10,4,0,0,74
2024-11-16,204,19,58,10,5,1,0,66
2024-11-17,215,22,67,10,6,1,0,78
2024-11-18,186,17,52,10,0,0,0,61
2024-11-19,196,21,63,10,1,0,0,79
2024-11-20,188,20,59,10,2,0,0,67
2024-11-21,182,19,63,10,3,0,0,77
2024-11-22,195,22,69,10,4,0,0,81
2024-11-23,206,21,67,10,5,1,0,80
2024-11-24,198,19,60,10,6,1,0,71
2024-11-25,192,22,65,10,0,0,0,77
2024-11-26,178,19,59,10,1,0,0,69
2024-11-27,186,21,63,10,2,0,0,77
2024-11-28,179,19,57,10,3,0,0,66
2024-11-29,187,21,65,10,4,0,0,79
2024-11-30,197,19,59,10,5,1,0,68
2024-12-01,194,18,56,10,6,1,0,66
2024-12-02,177,16,50,10,0,0,0,57
2024-12-03,180,20,61,5,1,0,0,73
2024-12-04,176,15,47,10,2,0,0,58
2024-12-05,177,15,49,10,3,0,0,57
2024-12-06,179,16,54,10,4,0,0,63
2024-12-07,210,21,67,10,5,1,0,77
2024-12-08,215,21,65,10,6,1,0,76
2024-12-09,184,17,54,10,0,0,0,60
2024-12-10,193,20,64,10,1,0,0,73
2024-12-11,188,19,61,10,2,0,0,72
2024-12-12,186,21,68,5,3,0,0,83
2024-12-13,196,21,68,10,4,0,0,86
2024-12-14,259,23,72,30,5,1,1,84
2024-12-15,265,25,77,30,6,1,1,93
2024-12-16,242,22,65,30,0,0,1,77
2024-12-17,247,24,77,30,1,0,1,90
2024-12-18,241,23,73,30,2,0,1,87
2024-12-19,240,23,70,30,3,0,1,82
2024-12-20,243,24,74,30,4,0,1,87
2024-12-21,262,25,77,30,5,1,1,90
2024-12-22,268,26,80,30,6,1,1,91
2024-12-23,243,23,75,30,0,0,1,85
2024-12-24,242,22,68,30,1,0,1,81
2024-12-25,259,25,82,35,2,0,1,96
2024-12-26,263,25,77,35,3,0,1,89
2024-12-27,198,21,64,10,4,0,0,75
2024-12-28,214,22,68,10,5,1,0,82
2024-12-29,207,20,67,10,6,1,0,79
2024-12-30,189,19,59,10,0,0,0,68
2024-12-31,196,19,60,15,1,0,0,73
2025-01-01,174,15,42,10,2,0,0,53
2025-01-02,175,16,51,10,3,0,0,61
2025-01-03,198,22,65,10,4,0,0,78
2025-01-04,205,21,65,10,5,1,0,79
2025-01-05,187,15,49,10,6,1,0,60
2025-01-06,176,18,55,5,0,0,0,66
2025-01-07,190,19,60,10,1,0,0,72
2025-01-08,172,16,49,5,2,0,0,59
2025-01-09,205,23,71,10,3,0,0,81
2025-01-10,198,21,66,10,4,0,0,79
2025-01-11,218,22,70,10,5,1,0,80
2025-01-12,208,20,62,10,6,1,0,71
2025-01-13,193,20,62,10,0,0,0,76
2025-01-14,192,20,60,10,1,0,0,72
2025-01-15,192,20,59,10,2,0,0,72
2025-01-16,181,17,53,10,3,0,0,62
2025-01-17,182,19,59,10,4,0,0,67
2025-01-18,203,21,66,10,5,1,0,77
2025-01-19,204,21,67,10,6,1,0,79
2025-01-20,179,17,54,10,0,0,0,64
2025-01-21,188,19,57,10,1,0,0,69
2025-01-22,186,19,59,10,2,0,0,69
2025-01-23,186,19,59,10,3,0,0,70
2025-01-24,183,19,58,10,4,0,0,66
2025-01-25,193,18,51,10,5,1,0,61
2025-01-26,206,22,67,10,6,1,0,79
2025-01-27,188,20,62,10,0,0,0,71
2025-01-28,175,16,51,10,1,0,0,60
2025-01-29,186,19,58,10,2,0,0,68
2025-01-30,179,17,50,10,3,0,0,58
2025-01-31,182,18,58,10,4,0,0,72
2025-02-01,214,23,71,10,5,1,0,83
2025-02-02,209,22,67,10,6,1,0,78
2025-02-03,199,23,72,10,0,0,0,81
2025-02-04,188,19,60,10,1,0,0,69
2025-02-05,189,17,53,15,2,0,0,62
2025-02-06,186,19,58,10,3,0,0,67
2025-02-07,167,14,42,10,4,0,0,52
2025-02-08,219,24,76,10,5,1,0,89
2025-02-09,210,21,65,10,6,1,0,79
2025-02-10,195,20,63,10,0,0,0,74
2025-02-11,191,19,55,10,1,0,0,65
2025-02-12,182,17,52,10,2,0,0,61
2025-02-13,188,19,58,10,3,0,0,68
2025-02-14,185,17,52,10,4,0,0,65
2025-02-15,212,20,58,10,5,1,0,64
2025-02-16,217,21,64,10,6,1,0,71
2025-02-17,186,16,53,10,0,0,0,61
2025-02-18,207,22,69,10,1,0,0,81
2025-02-19,192,17,52,10,2,0,0,63
2025-02-20,199,20,61,10,3,0,0,73
2025-02-21,190,17,50,10,4,0,0,58
2025-02-22,205,18,56,10,5,1,0,68
2025-02-23,219,22,67,10,6,1,0,81
2025-02-24,196,19,58,10,0,0,0,69
2025-02-25,193,18,58,10,1,0,0,70
2025-02-26,196,19,61,10,2,0,0,72
2025-02-27,192,17,54,10,3,0,0,62
2025-02-28,201,20,59,10,4,0,0,71
2025-03-01,204,20,61,5,5,1,0,72
2025-03-02,214,21,67,10,6,1,0,79
2025-03-03,201,21,63,10,0,0,0,77
2025-03-04,185,16,52,10,1,0,0,56
2025-03-05,182,18,56,5,2,0,0,63
2025-03-06,183,17,55,10,3,0,0,62
2025-03-07,184,17,52,10,4,0,0,60
2025-03-08,203,18,53,10,5,1,0,62
2025-03-09,207,20,60,10,6,1,0,68
2025-03-10,189,19,62,10,0,0,0,71
2025-03-11,186,18,55,10,1,0,0,63
2025-03-12,177,16,47,10,2,0,0,60
2025-03-13,192,20,64,10,3,0,0,79
2025-03-14,192,20,59,10,4,0,0,69
2025-03-15,207,21,65,10,5,1,0,76
2025-03-16,194,19,59,10,6,1,0,67
2025-03-17,162,17,53,5,0,0,0,59
2025-03-18,195,23,72,10,1,0,0,84
2025-03-19,195,22,68,10,2,0,0,78
2025-03-20,188,20,57,10,3,0,0,67
2025-03-21,175,17,53,10,4,0,0,59
2025-03-22,223,23,71,15,5,1,0,82
2025-03-23,208,21,65,10,6,1,0,77
2025-03-24,210,22,69,15,0,0,0,82
2025-03-25,191,18,57,10,1,0,0,68
2025-03-26,199,20,62,10,2,0,0,70
2025-03-27,192,18,59,10,3,0,0,71
2025-03-28,206,20,66,15,4,0,0,76
2025-03-29,207,19,59,10,5,1,0,71
2025-03-30,209,23,71,5,6,1,0,84
2025-03-31,190,18,53,10,0,0,0,60
2025-04-01,185,17,54,10,1,0,0,63
2025-04-02,199,20,58,10,2,0,0,69
2025-04-03,194,19,62,10,3,0,0,74
2025-04-04,182,15,48,10,4,0,0,56
2025-04-05,214,21,64,10,5,1,0,78
2025-04-06,216,21,66,10,6,1,0,80
2025-04-07,193,19,57,10,0,0,0,67
2025-04-08,209,23,69,10,1,0,0,83
2025-04-09,193,18,57,10,2,0,0,71
2025-04-10,192,19,57,10,3,0,0,71
2025-04-11,175,15,47,10,4,0,0,53
2025-04-12,199,18,55,10,5,1,0,63
2025-04-13,216,20,65,15,6,1,0,79
2025-04-14,193,19,59,10,0,0,0,67
2025-04-15,188,18,59,10,1,0,0,67
2025-04-16,194,20,64,10,2,0,0,74
2025-04-17,194,20,60,10,3,0,0,71
2025-04-18,198,21,63,10,4,0,0,74
2025-04-19,212,20,58,10,5,1,0,67
2025-04-20,218,22,68,10,6,1,0,79
2025-04-21,183,17,47,10,0,0,0,54
2025-04-22,197,20,60,10,1,0,0,69
2025-04-23,198,20,57,10,2,0,0,72
